qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
340,Land Mine Ban ,0.0993,3,onfields.topn3.10.2.25.1.bm25,0.1593,"{'land': 2, 'ban': 2, 'mine': 2, 'un': 1.821, 'feder': 1.321, 'antipersonnel': 1.286, 'convent': 1.179, 'propos': 1.143, 'drk': 1.071, 'selfdestruct': 1.071, 'saynwittgenstein': 1.071} ",termluster.topn5.3.bm25,0.1206,land mine ban ban mine ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1029,"{'that': 2.0, 'ban': 2, 'land': 2, 'mine': 2, 'us': 1.681, 'q': 1.263, 'defens': 1.14, 'antipersonnel': 1.131, 'dod': 1.113, 'weve': 1.075, 'selfdestruct': 1.063} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Airport Security ,0.2754,1,relevancefeedback.topn10.bm25,0.2973,airport security secur passeng ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Diplomatic Expulsion ,0.1331,6,rm3.topn10.10.0.5.bm25,0.2888,british iranian diplomat iran expel expuls soviet pakhtusov gerasimov britain ,termluster.topn5.3.bm25,0.2643,diplomatic expulsion said offici expuls said offici expel ,docluster.topn10.3.bm25,0.2571,diplomatic expulsion soviet u ,glove.topn3,0.2474,diplomatic expulsion relations expelled expel ,glove.topn3.replace,0.1835,relations expelled expel ,bertqe.topn10.bm25,0.1364,"{'Diplomatic Expulsion': 1.5, 'expulsion us diplomat': 1.0, 'expulsions soviet diplomats': 0.9285714285714286, 'diplomatic expulsions came': 0.8571428571428571, 'expulsion diplomat': 0.7857142857142857, 'diplomat expelled': 0.7142857142857143} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Police Deaths ,0.0118,6,word2vec.topn3.replace,0.0627,cops policemen fatalities killings ,word2vec.topn3,0.0577,police deaths cops policemen fatalities killings ,glove.topn3,0.0302,police deaths officers policemen fatalities ,glove.topn3.replace,0.0205,officers policemen fatalities ,relevancefeedback.topn10.bm25,0.0192,police deaths said taser death webster year offic polic ,docluster.topn10.3.bm25,0.0121,police deaths year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Abuses of E Mail ,0.1513,10,sensedisambiguation,0.3673,Abuses misuse of E Mail electronic mail ,sensedisambiguation.replace,0.3549,misuse of electronic mail ,stem.lovins,0.3126,abus of e   mail ,stem.paicehusk,0.3126,abus of e   mail ,stem.porter,0.3126,abus of e   mail ,stem.porter2,0.3126,abus of e   mail ,stem.trunc4,0.3126,abus of e   mail ,docluster.topn10.3.bm25,0.2069,abuses of e mail mail ,wordnet.topn3,0.2002,abuses e mail vilification ill treatment maltreat electronic mail netmail ,onfields.topn3.10.2.25.1.bm25,0.1621,"{'e-mail': 2, 'of': 2, 'abus': 2, 'mail': 2.0, 'email': 1.711, 'electron': 1.684, 'internet': 1.605, 'messag': 1.526, 'comput': 1.5, 'slap': 1.289, 'onlin': 1.237, 'alt': 1.158, 'vicepresid': 1.079, 'cybervirgin': 1.079} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Overseas Tobacco Sales ,0.1139,9,docluster.topn10.3.bm25,0.1922,overseas tobacco sales compani dollar ,termluster.topn5.3.bm25,0.1763,overseas tobacco sales compani sale cigarett tobacco market compani ,relevancefeedback.topn10.bm25,0.1699,overseas tobacco sales compani dollar have it ,thesaurus.topn3,0.1568,overseas tobacco sales   cigarette crop  auction business ,rm3.topn10.10.0.5.bm25,0.1546,earn incom nabisco quarter rjr sale japan cigarett oversea stock tobacco brand ,glove.topn3,0.1467,overseas tobacco sales abroad elsewhere cigarette cigarettes retail selling ,word2vec.topn3,0.1418,overseas tobacco sales abroad stateside cigarettes smoking marketing ,tagmee.topn3,0.1401,overseas tobacco sales Tobacco Sales tax ,onfields.topn3.10.2.25.1.bm25,0.1345,"{'sale': 2, 'oversea': 2, 'tobacco': 2, 'cigarett': 1.349, 'health': 1.277, 'chines': 1.12, 'increas': 1.096, 'opium': 1.084, 'antismok': 1.084, 'univers': 1.06, 'repres': 1.048, 'advertis': 1.048, 'kongbas': 1.036} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Educational Standards ,0.0916,2,relevancefeedback.topn10.bm25,0.1876,educational standards standard school nation test english univers letter he ,rm3.topn10.10.0.5.bm25,0.1115,school student educ letter patten test standard gcse teacher examin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Wildlife Extinction ,0.1688,3,bertqe.topn10.bm25,0.2403,"{'Wildlife Extinction': 1.5, 'animals face extinction  selfish': 1.0, 'increasing threat extinction': 0.9942307692307693, 'species becoming extinct': 0.9917582417582418, 'animals become endangered': 0.9865384615384616, 'onceendangered species': 0.9096153846153847} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2278,"{'wildlif': 2, 'list': 2.0, 'extinct': 2, 'comment': 1.719, 'propos': 1.661, 'popul': 1.471, 'delist': 1.397, 'endang': 1.347, 'speci': 1.339, 'tidewat': 1.339, 'gobi': 1.198} ",conceptnet.topn3.replace,0.1807,wildlife inaction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Agoraphobia ,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Metabolism ,0.184,2,relevancefeedback.topn10.bm25,0.2426,metabolism metabol you chemic ici children brain resist dollar ,thesaurus.topn3,0.1956,metabolism  body existence ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Health and Computer Terminals ,0.0875,3,onfields.topn3.10.2.25.1.bm25,0.5943,"{'and': 2, 'health': 2, 'termin': 2, 'comput': 2, 'vdt': 1.433, 'rsi': 1.4, 'occup': 1.333, 'injuri': 1.3, 'newsday': 1.3, 'workstat': 1.267, 'caus': 1.233, 'wrist': 1.167, 'repres': 1.167} ",rm3.topn10.10.0.5.bm25,0.2172,monitor health board comput worker termin studi vdt ambul resign ,bertqe.topn10.bm25,0.1477,"{'Health and Computer Terminals': 1.5, 'terminals significantly increases vdtrelated health': 1.0, 'workers using computer terminals   p ': 0.9959335818366656, 'computer terminals ': 0.9959335818366656, 'computer systems handle health': 0.9952558454761099, 'computer terminals small': 0.9935615045747206} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Falkland petroleum exploration ,0.3996,14,rm3.topn10.10.0.5.bm25,0.6632,water explor ga british bueno falkland petroleum island oil argentina air ,onfields.topn3.10.2.25.1.bm25,0.6369,"{'explor': 2, 'petroleum': 2, 'island': 2.0, 'falkland': 2, 'oil': 1.87, 'survey': 1.348, '02': 1.304, 'bueno': 1.261, 'seismic': 1.261, 'sampson': 1.174, 'fannin': 1.13, 'advis': 1.087, 'licens': 1.087} ",relevancefeedback.topn10.bm25,0.6239,falkland petroleum exploration island oil argentina ga ,wiki.topn3.replace,0.6209,falkland islands list of falkland islands related topics index of falkland islands related articles Falkland Islands glassforming liquids and melts oil natural gas Petroleum extraction of petroleum tight oil oil in place Hydrocarbon exploration ,wiki.topn3,0.6033,falkland petroleum exploration falkland islands list of falkland islands related topics index of falkland islands related articles Falkland Islands glassforming liquids and melts oil natural gas Petroleum extraction of petroleum tight oil oil in place Hydrocarbon exploration ,conceptnet.topn3.replace,0.5988,falkland sound falkland islander falkland islands oil rock oil exploration ,conceptnet.topn3,0.5541,falkland petroleum exploration falkland sound falkland islander falkland islands oil rock oil ,anchor.topn3.replace,0.4696,okino tori shima dispute post war malvinas falkland shahne   petroleum oil exploration ,tagmee.topn3,0.4542,falkland petroleum exploration Falkland Islands Petroleum Hydrocarbon exploration ,conceptluster.topn5.3.bm25,0.4542,falkland petroleum exploration falkland islands hydrocarbon exploration petroleum ,docluster.topn10.3.bm25,0.4433,falkland petroleum exploration oil argentina ga ,tagmee.topn3.replace,0.4416,Falkland Islands Petroleum Hydrocarbon exploration ,anchor.topn3,0.4347,falkland petroleum exploration okino tori shima dispute post war malvinas falkland shahne   petroleum oil ,bertqe.topn10.bm25,0.4255,"{'Falkland petroleum exploration': 1.5, 'phase exploration  falklands ': 1.0, 'exploration surveys falklands': 0.999326750448833, 'falklands invites oil search tenders': 0.9991023339317775, 'stage falklands  oil': 0.9982046678635548, 'talks falklands  oil  headline ': 0.9977558348294435} ",,,,,,,,,,,,,,,,,,,,,
352,British Chunnel impact ,0.0466,6,rm3.topn10.10.0.5.bm25,0.4155,project link impact tunnel channel life freight british train privat sector chunnel ,onfields.topn3.10.2.25.1.bm25,0.3687,"{'impact': 2, 'british': 2, 'project': 2.0, 'chunnel': 2, 'tunnel': 1.905, 'link': 1.81, 'privat': 1.762, 'rail': 1.571, 'channel': 1.524, 'fagg': 1.19, 'cozett': 1.19, 'highspe': 1.19, 'bonjour': 1.143} ",wordnet.topn3.replace,0.3217,Brits British people Channel Tunnel wallop bear upon shock ,relevancefeedback.topn10.bm25,0.2788,british chunnel impact project tunnel govern freight ha life i have contract ,wordnet.topn3,0.2582,british chunnel impact Brits British people Channel Tunnel bear upon bear on wallop ,conceptnet.topn3,0.049,british chunnel impact lift road ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Antarctica exploration ,0.2344,11,bertqe.topn10.bm25,0.4275,"{'Antarctica exploration': 1.5, 'antarctica peaceful  scientific exploration ': 1.0, 'antarctic exploration': 0.999416569428238, 'exploitation antarctic mineral resources': 0.9859976662777129, 'going antarctic': 0.984247374562427, 'mining antarctic': 0.9784130688448074} ",glove.topn3,0.4166,antarctica exploration antarctic greenland ,stem.paicehusk,0.3997,antarctic expl ,onfields.topn3.10.2.25.1.bm25,0.3574,"{'explor': 2, 'antarct': 2.0, 'antarctica': 2, 'skog': 1.349, 'contin': 1.326, 'penguin': 1.279, 'seal': 1.256, 'miner': 1.233, 'gentoo': 1.093, 'millibar': 1.093, 'lockroy': 1.093} ",stem.lovins,0.3449,antarctic explor ,word2vec.topn3,0.3331,antarctica exploration antarctic antartica antartic exploratory ,word2vec.topn3.replace,0.3086,antarctic antartica antartic exploratory ,wordnet.topn3,0.2924,antarctica exploration Antarctic continent geographic expedition ,rm3.topn10.10.0.5.bm25,0.2789,explor steger extract expedit greenpeac antarct antarctica protect miner krill ,glove.topn3.replace,0.2729,antarctic greenland exploration ,wordnet.topn3.replace,0.2381,Antarctic continent geographic expedition ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,journalist risks ,0.0423,3,anchor.topn3,0.0737,journalist risks wrigley mil  faj  journalists ,rm3.topn10.10.0.5.bm25,0.0654,channel freedom journalist press session serbian your xi senat insur risk ,onfields.topn3.10.2.25.1.bm25,0.057999999999999996,"{'risk': 2, 'journalist': 2, 'insur': 2.0, 'premium': 1.433, 'xi': 1.4, 'yang': 1.2, 'lifestyl': 1.167, 'chines': 1.133, 'televis': 1.1, 'refus': 1.1, 'releas': 1.067, 'bethan': 1.067} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,ocean remote sensing ,0.1362,4,onfields.topn3.10.2.25.1.bm25,0.3764,"{'sens': 2, 'remot': 2, 'ocean': 2, 'satellit': 2.0, 'data': 1.561, 'observ': 1.458, 'monitor': 1.318, 'earth': 1.29, 'surfac': 1.262, 'detector': 1.178, 'remotesens': 1.178, 'microwav': 1.159, 'landsat': 1.15} ",rm3.topn10.10.0.5.bm25,0.3523,ocean marin technolog satellit sens data remot observ studi earth research atmospher ,relevancefeedback.topn10.bm25,0.3341,ocean remote sensing satellit studi observ research m marin he system develop ,docluster.topn10.3.bm25,0.2204,ocean remote sensing observ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,postmenopausal estrogen Britain ,0.0063,19,word2vec.topn3.replace,0.1268,post menopausal premenopausal pre menopausal oestrogen progesterone britian Britian british ,glove.topn3.replace,0.1027,premenopausal post menopausal progesterone hormone british uk ,rm3.topn10.10.0.5.bm25,0.0617,cancer hormon estrogen heart bone studi britain women medic calcium postmenopaus risk ,glove.topn3,0.0609,postmenopausal estrogen britain premenopausal post menopausal progesterone hormone british uk ,wiki.topn3.replace,0.0563,endometriosis hormontherapy fragilx syndrome Menopause hormones of the brain androgen receptor follicle stimulating hormone Estrogen ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.0563,"{'britain': 2, 'postmenopaus': 2, 'estrogen': 2, 'cancer': 2.0, 'j': 1.962, 'risk': 1.647, 'women': 1.484, 'menopaus': 1.452, 'breast': 1.367, 'endometri': 1.364, 'hrt': 1.355, 'incontin': 1.215} ",word2vec.topn3,0.0545,postmenopausal estrogen britain post menopausal premenopausal pre menopausal oestrogen progesterone britian Britian british ,tagmee.topn3.replace,0.0511,Menopause Estrogen ,wiki.topn3,0.0469,postmenopausal estrogen britain endometriosis hormontherapy fragilx syndrome Menopause hormones of the brain androgen receptor follicle stimulating hormone Estrogen ,onfields.topn3.10.2.25.1.bm25,0.0419,"{'britain': 2, 'women': 2.0, 'estrogen': 2, 'postmenopaus': 2, 'hormon': 1.585, 'menopaus': 1.554, 'calcium': 1.554, 'diseas': 1.4, 'bone': 1.354, 'progestin': 1.277, 'studi': 1.154, 'therapi': 1.031} ",tagmee.topn3,0.0374,postmenopausal estrogen britain Menopause Estrogen ,conceptluster.topn5.3.bm25,0.0374,postmenopausal estrogen britain estrogen menopause ,relevancefeedback.topn10.bm25,0.0232,postmenopausal estrogen britain women calcium medic   bone ,docluster.topn10.3.bm25,0.0197,postmenopausal estrogen britain women calcium bone ,bertqe.topn10.bm25,0.0096,"{'postmenopausal estrogen Britain': 1.5, 'volunteering postmenopausal estrogenprogestin': 1.0, 'postmenopausal estrogenprogestin interventions  pepi  study': 0.999660210669385, 'estrogen use alone postmenopausal': 0.998301053346925, 'threeyear postmenopausal estrogenprogestin interventions': 0.9957526333673123, 'commonly used postmenopausal hormone': 0.49388379204892974} ",stem.porter,0.0067,postmenopaus estrogen britain ,stem.porter2,0.0067,postmenopaus estrogen britain ,termluster.topn5.3.bm25,0.0067,postmenopausal estrogen britain take ,anchor.topn3,0.0064,postmenopausal estrogen britain androgen estrogens  nortestosteron           drywall ,,,,,,
357,territorial waters dispute ,0.2593,4,rm3.topn10.10.0.5.bm25,0.3832,water territori sea island oil japanes russian disput china vietnam ,onfields.topn3.10.2.25.1.bm25,0.3261,"{'water': 2, 'territori': 2, 'disput': 2, 'vietnam': 2.0, 'china': 1.714, 'corpor': 1.619, 'chines': 1.381, 'rockal': 1.381, 'iceland': 1.286, 'nansha': 1.238, 'creston': 1.19, 'accus': 1.19, 'trawler': 1.143} ",relevancefeedback.topn10.bm25,0.3113,territorial waters dispute rockal vietnam corpor law china russian area it ,docluster.topn10.3.bm25,0.2965,territorial waters dispute vietnam china ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,blood alcohol fatalities ,0.2399,11,thesaurus.topn3.replace,0.3951,blood alcohol  accident casualty ,tagmee.topn3,0.3206,blood alcohol fatalities Blood alcohol content Death ,conceptluster.topn5.3.bm25,0.3206,blood alcohol fatalities death blood alcohol content ,tagmee.topn3.replace,0.3198,Blood alcohol content Death ,thesaurus.topn3,0.3051,blood alcohol fatalities   accident casualty ,relevancefeedback.topn10.bm25,0.302,blood alcohol fatalities ornela drunk drink giunta mann said rausi barsumyan alcohol driver ,wiki.topn3,0.3015,blood alcohol fatalities corporattitle driving under thinfluence amway Blood alcohol content life senescence disease Death ,rm3.topn10.10.0.5.bm25,0.2738,driver fatal mann blood car ornela alcohol drive accid arrest drunk ,docluster.topn10.3.bm25,0.265,blood alcohol fatalities mann said ,wordnet.topn3.replace,0.2565,blood alcohol human death ,glove.topn3,0.2487,blood alcohol fatalities mangxamba gahsh deaths ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,mutual fund predictors ,0.02,9,wiki.topn3,0.0366,mutual fund predictors fixed income assets under management exchange traded fund Mutual fund ,wordnet.topn3,0.032,mutual fund predictors reciprocal common investment company investment firm store forecaster soothsayer ,tagmee.topn3.replace,0.0303,Mutual fund ,tagmee.topn3,0.0302,mutual fund predictors Mutual fund ,wiki.topn3.replace,0.0302,fixed income assets under management exchange traded fund Mutual fund ,conceptluster.topn5.3.bm25,0.0302,mutual fund predictors mutual fund ,stem.trunc4,0.027999999999999997,mutu fund pred ,stem.trunc5,0.027000000000000003,mutua fund predi ,glove.topn3,0.0268,mutual fund predictors trust investments money exemplars ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,drug legalization benefits ,0.1698,7,stem.trunc5,0.3721,drug legal benef ,bertqe.topn10.bm25,0.2647,"{'drug legalization benefits': 1.5, 'legal benefits drug traffickers receive': 1.0, 'excessive legal benefits drug': 0.9961702127659573, 'opportunity added  drug legalization ': 0.26808510638297867, 'legalizing drugs ': 0.17446808510638293, ' p  legalizing drugs would': 0.09638297872340412} ",word2vec.topn3,0.2254,drug legalization benefits narcotics legalisation decriminalization advantages detriments ,glove.topn3,0.1967,drug legalization benefits trafficking decriminalization moreover ,tagmee.topn3,0.1952,drug legalization benefits Drug liberalization Welfare ,conceptluster.topn5.3.bm25,0.1952,drug legalization benefits drug liberalization welfare ,wordnet.topn3,0.1739,drug legalization benefits dose do drugs legalisation legitimation gain do good welfare ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,clothing sweatshops ,0.36,10,docluster.topn10.3.bm25,0.5663,clothing sweatshops said sew ,onfields.topn3.10.2.25.1.bm25,0.5337,"{'cloth': 2, 'labor': 2.0, 'sweatshop': 2, 'law': 1.966, 'manufactur': 1.793, 'garment': 1.69, 'hayden': 1.483, 'sew': 1.379, 'cant': 1.207, 'respons': 1.138, 'licens': 1.103} ",wiki.topn3.replace,0.5198,footwear fashion accessory sewing Clothing big business exploitation rent control Sweatshop ,wiki.topn3,0.519,clothing sweatshops footwear fashion accessory sewing Clothing big business exploitation rent control Sweatshop ,relevancefeedback.topn10.bm25,0.5046,clothing sweatshops labor said cloth home sew bill our ,termluster.topn5.3.bm25,0.4828,clothing sweatshops wage sweatshop law wage law labor ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.4733,"{'cloth': 2, 'work': 2.0, 'sweatshop': 2, 'worker': 1.408, 'state': 1.395, 'apparel': 1.368, 'labor': 1.355, 'wage': 1.263, 'garment': 1.237, 'kernaghan': 1.132, 'factori': 1.066} ",word2vec.topn3,0.4693,clothing sweatshops apparel garments sweat shops ,rm3.topn10.10.0.5.bm25,0.4465,sweatshop garment wage hayden sew manufactur worker cloth labor bill ,sensedisambiguation,0.3639,clothing sweatshops sweatshop ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,human smuggling ,0.0899,10,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.3812,"{'human': 2, 'smuggl': 2, 'chines': 1.623, 'immigr': 1.458, 'organ': 1.418, 'crimin': 1.333, 'illeg': 1.333, 'crime': 1.293, 'alien': 1.264, 'traffick': 1.253, 'smuggler': 1.227} ",termluster.topn5.3.bm25,0.2151,human smuggling peopl illeg ,word2vec.topn3,0.1876,human smuggling non human nonhuman smugglers smuggler ,onfields.topn3.10.2.25.1.bm25,0.1734,"{'human': 2, 'be': 2.0, 'smuggl': 2, 'border': 1.725, 'hungari': 1.275, 'hungarian': 1.275, 'illeg': 1.216, 'opium': 1.196, 'increas': 1.196, 'fujian': 1.137, 'smuggler': 1.137, 'chines': 1.118} ",rm3.topn10.10.0.5.bm25,0.1578,illeg polic border fujian drug smuggl human chines immigr corrupt ,word2vec.topn3.replace,0.1368,non human nonhuman smugglers smuggler ,tagmee.topn3,0.0972,human smuggling People smuggling ,conceptluster.topn5.3.bm25,0.0972,human smuggling people smuggling ,sensedisambiguation,0.0942,human smuggling smuggle ,glove.topn3,0.0903,human smuggling rights beings trafficking smugglers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,transportation tunnel disasters ,0.0205,1,sensedisambiguation.replace,0.0209,transportation system tunnel disaster ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,rabies ,0.5537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,El Nino ,0.6218,1,onfields.topn3.10.2.25.1.bm25,0.6999,"{'el': 2, 'nino': 2, 'weather': 1.354, 'warm': 1.25, 'crop': 1.188, 'phenomenon': 1.167, 'caus': 1.125, 'degre': 1.104, '198283': 1.062, 'weatherey': 1.042, 'kouski': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,commercial cyanide uses ,0.4254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,piracy ,0.0624,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,in vitro fertilization ,0.3683,8,onfields.topn3.10.2.25.1.bm25,0.6664,"{'in': 2, 'vitro': 2, 'fertil': 2, 'egg': 1.355, 'embryo': 1.323, 'implant': 1.226, 'ivf': 1.226, 'fallopian': 1.194, 'sperm': 1.161, 'werlin': 1.161, 'zeitz': 1.129, 'custodi': 1.0} ",rm3.topn10.10.0.5.bm25,0.6471,egg her center embryo york coupl she davi fertil vitro test ,anchor.topn3.replace,0.4541,vitro    oocyte  fertilisation embryo fertilization ,relevancefeedback.topn10.bm25,0.4484,in vitro fertilization fertil center he david york she egg have kit davi ,anchor.topn3,0.4095,vitro fertilization vitro    oocyte  fertilisation embryo ,glove.topn3,0.384,vitro fertilization fertilization ivf vitro fertilisation ,termluster.topn5.3.bm25,0.3753,vitro fertilization said ,wiki.topn3,0.3742,vitro fertilization vasectomy ectopic pregnancy sudden infant death syndrome In vitro fertilisation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,anorexia nervosa bulimia ,0.2633,10,conceptnet.topn3,0.5945,anorexia nervosa bulimia an eating disorder ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.5177,"{'bulimia': 2, 'anorexia': 2, 'nervosa': 2, 'rc552': 1.55, 'eat': 1.36, '1988': 1.324, 'disord': 1.216, '2001': 1.126, 'rc552a5': 1.117, 'd877': 1.081, 'librari': 1.027} ",onfields.topn3.10.2.25.1.bm25,0.5116,"{'bulimia': 2, 'nervosa': 2, 'anorexia': 2, 'eat': 1.727, 'diet': 1.455, 'opiat': 1.455, 'disord': 1.364, 'teenag': 1.273, 'univers': 1.182, 'increas': 1.182, 'solomon': 1.182, 'televis': 1.182} ",wiki.topn3.replace,0.4668,anorexia nervosa eating disorder major depressivdisorder Anorexia nervosa eating disorder bingeating oophorectomy Bulimia nervosa ,wiki.topn3,0.4211,anorexia nervosa bulimia anorexia nervosa eating disorder major depressivdisorder Anorexia nervosa eating disorder bingeating oophorectomy Bulimia nervosa ,wordnet.topn3,0.3806,anorexia nervosa bulimia binge eating syndrome ,word2vec.topn3,0.2701,anorexia nervosa bulimia bulimia anorexic Orthorexia Anorexia orthorexia anorexia bulimic ,tagmee.topn3.replace,0.2697,Anorexia nervosa Bulimia nervosa ,tagmee.topn3,0.2665,anorexia nervosa bulimia Anorexia nervosa Bulimia nervosa ,conceptluster.topn5.3.bm25,0.2665,anorexia nervosa bulimia anorexia nervosa bulimia nervosa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,food drug laws ,0.006,13,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.0648,"{'food/drug': 2, 'law': 2, 'drug': 2.0, 'food': 1.926, 'act': 1.713, 'fda': 1.596, 'regul': 1.277, 'requir': 1.197, 'amend': 1.197, 'label': 1.17, 'devic': 1.165, 'anim': 1.16} ",glove.topn3.replace,0.0258,food drug regulations ,relevancefeedback.topn10.bm25,0.0223,food drug laws said our dr food claim fda drug plant ,rm3.topn10.10.0.5.bm25,0.0156,agenc al dr food malha drug health medicin law fda claim ,wiki.topn3,0.0149,food drug laws foods cuisine meat Food marihuana tax act of      buprenorphine purfood and drug act Prohibition of drugs ,glove.topn3,0.0139,food drug laws regulations ,tagmee.topn3,0.0126,food drug laws Food Prohibition of drugs ,conceptluster.topn5.3.bm25,0.0126,food drug laws prohibition drugs food ,word2vec.topn3.replace,0.0108,food drug statutes regulations ,wiki.topn3.replace,0.0092,foods cuisine meat Food marihuana tax act of      buprenorphine purfood and drug act Prohibition of drugs ,tagmee.topn3.replace,0.009000000000000001,Food Prohibition of drugs ,conceptnet.topn3,0.0064,food drug laws rules ,wordnet.topn3.replace,0.0063,food drug law of nature constabulary ,,,,,,,,,,,,,,,,,,,,,,,,
371,health insurance holistic ,0.0017,14,thesaurus.topn3,0.0301,health insurance holistic  energy fitness  allowance coverage  comprehensive integrated ,thesaurus.topn3.replace,0.0118,energy fitness  allowance coverage  comprehensive integrated ,wiki.topn3.replace,0.0096,health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,wiki.topn3,0.0088,health insurance holistic health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,wordnet.topn3,0.0087,health insurance holistic wellness indemnity insurance policy ,sensedisambiguation,0.0044,health insurance policy holistic ,word2vec.topn3,0.0034,health insurance holistic well being wellbeing nutrition premiums wholistic integrative ,conceptnet.topn3,0.0031,health insurance holistic eating vegetables maintaining muscle strength riding a bicycle expensive term insurance business interruption insurance ,rm3.topn10.10.0.5.bm25,0.0025,alvarez vitamin food health treatment process enright magazin insur me holist bill ,glove.topn3,0.0024,health insurance holistic care healthcare premiums emphasizes spirituality ,stem.lovins,0.0019,health insur hol ,tagmee.topn3,0.0018,health insurance holistic Health insurance Holistic health ,tagmee.topn3.replace,0.0018,Health insurance Holistic health ,conceptluster.topn5.3.bm25,0.0018,health insurance holistic health insurance holistic health ,,,,,,,,,,,,,,,,,,,,,
