qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
1937374,how to get     V AC,0.3197,7,conceptnet.topn3.replace,0.4566,receive     v ac,thesaurus.topn3,0.4389,get     v ac,anchor.topn3,0.4389,get     v ac,thesaurus.topn3.replace,0.4389,get v ac,anchor.topn3.replace,0.4389,get     v ac,termluster.topn5.3.bm25,0.4389,get     v ac,conceptnet.topn3,0.353,get     v ac receive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459749,Why don t I have an asthma attack during sex,0.3274,1,stem.porter2,0.358,whi don t i have an asthma attack dure sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23464,why girls are beautiful,0.6659999999999999,5,thesaurus.topn3,0.6845,girls beautiful,anchor.topn3,0.6845,girls beautiful,thesaurus.topn3.replace,0.6845,girls beautiful,anchor.topn3.replace,0.6845,girls beautiful,termluster.topn5.3.bm25,0.6845,girls beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377861,how to handsew sequins,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385681,if red bull is soo bad for people  then why is it soo popular,0.1704,10,onfields.topn3.10.2.25.1.bm25,0.3219,"{'popular': 2, 'it': 2, 'whi': 2, 'then': 2, 'peopl': 2, 'for': 2, 'bad': 2, 'is': 2, 'bull': 2, 'red': 2, 'if': 2, 'soo': 2, 'content': 1.5, 'id': 1.5, 'small': 1.333, 'tast': 1.333, 'yorki': 1.167, 'beter': 1.167, 'loveabl': 1.167, '10278903': 1.167, '7973335': 1.167, '11618487': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.3219,"{'popular': 2, 'it': 2, 'whi': 2, 'then': 2, 'peopl': 2, 'for': 2, 'bad': 2, 'is': 2, 'bull': 2, 'red': 2, 'if': 2, 'soo': 2, 'content': 1.5, 'id': 1.5, 'small': 1.333, 'tast': 1.333, 'yorki': 1.167, 'beter': 1.167, 'loveabl': 1.167, '10278903': 1.167, '7973335': 1.167, '11618487': 1.167}",tagmee.topn3,0.2375,red bull soo bad people soo popular Red Bull People  magazine  Why   T song  Pop music,conceptluster.topn5.3.bm25,0.2211,red bull soo bad people soo popular  t song red bull people magazine pop music,thesaurus.topn3,0.1831,red bull soo bad people soo popular,anchor.topn3,0.1831,red bull soo bad people soo popular,thesaurus.topn3.replace,0.1831,red bull soo bad people soo popular,anchor.topn3.replace,0.1831,red bull soo bad people soo popular,termluster.topn5.3.bm25,0.1831,red bull soo bad people soo popular,stem.porter2,0.1827,if red bull is soo bad for peopl then whi is it soo popular,,,,,,,,,,,,,,,,,,,,,,,,
1794677,How can I treat my Acne Scars,0.5539999999999999,6,thesaurus.topn3,0.6731,treat acne scars,anchor.topn3,0.6731,treat acne scars,thesaurus.topn3.replace,0.6731,treat acne scars,anchor.topn3.replace,0.6731,treat acne scars,termluster.topn5.3.bm25,0.6731,treat acne scars,wordnet.topn3,0.6238,treat acne scars process delicacy plow scrape cicatrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301173,how to design road crust for national highways,0.4738,7,tagmee.topn3,0.5965,design road crust national highways Road Continental crust National Highway  India,conceptluster.topn5.3.bm25,0.5965,design road crust national highways continental crust national highway india road,thesaurus.topn3,0.5131,design road crust national highways,anchor.topn3,0.5131,design road crust national highways,thesaurus.topn3.replace,0.5131,design road crust national highways,anchor.topn3.replace,0.5131,design road crust national highways,termluster.topn5.3.bm25,0.5131,design road crust national highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204633,Why do you have memories,0.1102,18,thesaurus.topn3,0.607,memories,anchor.topn3,0.607,memories,wiki.topn3,0.607,memories,tagmee.topn3,0.607,memories,conceptnet.topn3,0.607,memories,thesaurus.topn3.replace,0.607,memories,anchor.topn3.replace,0.607,memories,conceptnet.topn3.replace,0.607,memories,termluster.topn5.3.bm25,0.607,memories,conceptluster.topn5.3.bm25,0.607,memories,bertqe.topn10.bm25,0.3902,"{'Why do you have memories': 1.5, 'memories important events ': 1.0, 'memory  memory': 0.9572347858712446, 'remember anything unless s': 0.7701478230976668, 'loss forget': 0.7138806899472322, 'memory ': 0.44777993277268396}",sensedisambiguation,0.2973,Why do you have memories memory,glove.topn3,0.2759,memories recollections,word2vec.topn3,0.2299,memories recollections recollection,onfields.topn3.10.2.25.1.bm25,0.1639,"{'have': 2, 'you': 2, 'do': 2, 'whi': 2, 'id': 2.0, 'memori': 2, 'term': 1.833, 'smoke': 1.667, 'loss': 1.5, 'content': 1.5, 'consign': 1.333, '24535276': 1.167, 'addressth': 1.167, '145967124': 1.167, 'backwhi': 1.0}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1639,"{'have': 2, 'you': 2, 'do': 2, 'whi': 2, 'id': 2.0, 'memori': 2, 'term': 1.833, 'smoke': 1.667, 'loss': 1.5, 'content': 1.5, 'consign': 1.333, '24535276': 1.167, 'addressth': 1.167, '145967124': 1.167, 'backwhi': 1.0}",stem.porter2,0.1364,whi do you have memori,relevancefeedback.topn10.bm25,0.134,why do you have memories  memori i    mnemon brain clear
3960080,Why don t commercial planes fly over the North Pole,0.5908,5,thesaurus.topn3,0.6206,n t commercial planes fly north pole,anchor.topn3,0.6206,n t commercial planes fly north pole,thesaurus.topn3.replace,0.6206,n t commercial planes fly north pole,anchor.topn3.replace,0.6206,n t commercial planes fly north pole,termluster.topn5.3.bm25,0.6206,n t commercial planes fly north pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262692,How can I get rid of pimples on my back,0.2768,11,thesaurus.topn3,0.4736,get rid pimples back,anchor.topn3,0.4736,get rid pimples back,thesaurus.topn3.replace,0.4736,get rid pimples back,anchor.topn3.replace,0.4736,get rid pimples back,termluster.topn5.3.bm25,0.4736,get rid pimples back,conceptluster.topn5.3.bm25,0.4254,get rid pimples back get,sensedisambiguation,0.3789,How can I get rid of pimples pimple on my back spinal column,tagmee.topn3,0.377,get rid pimples back Can I Get A,relevancefeedback.topn10.bm25,0.3699,how can i get rid of pimples on my back  you pimpl dont,conceptnet.topn3,0.3559,get rid pimples back receive a person return reply front,glove.topn3,0.3092,get rid pimples back got eliminate unfortunately js   ooooooooooooooooooooooooooooooooooooooo coming then,,,,,,,,,,,,,,,,,,,,,
558570,My city just put a ban on pit bulls  how do we reverse the decision,0.5058,6,thesaurus.topn3,0.5692,city put ban pit bulls reverse decision,anchor.topn3,0.5692,city put ban pit bulls reverse decision,thesaurus.topn3.replace,0.5692,city put ban pit bulls reverse decision,anchor.topn3.replace,0.5692,city put ban pit bulls reverse decision,termluster.topn5.3.bm25,0.5692,city put ban pit bulls reverse decision,glove.topn3,0.5247,city put ban pit bulls reverse decision town out mosh celtics pippen decided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167882,What are the different types of sins and how are they caused,0.1755,7,thesaurus.topn3,0.4335,different types sins caused,anchor.topn3,0.4335,different types sins caused,thesaurus.topn3.replace,0.4335,different types sins caused,anchor.topn3.replace,0.4335,different types sins caused,termluster.topn5.3.bm25,0.4335,different types sins caused,tagmee.topn3,0.2432,different types sins caused Typology  theology  Sin,conceptluster.topn5.3.bm25,0.2432,different types sins caused sin typology theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295055,What causes skin discoloration  specifically  whitening of the skin between fingers,0.2259,10,onfields.topn3.10.2.25.1.bm25,0.2945,"{'finger': 2, 'between': 2, 'the': 2, 'of': 2, 'whiten': 2, 'specif': 2, 'what': 2, 'discolor': 2, 'skin': 2, 'caus': 2, 'that': 1.75, 'content': 1.75, 'id': 1.75, '32950550': 1.25, 'whileit': 1.25, '30940554': 1.25, 'faceor': 1.25, '26553763': 1.25}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2945,"{'finger': 2, 'between': 2, 'the': 2, 'of': 2, 'whiten': 2, 'specif': 2, 'what': 2, 'discolor': 2, 'skin': 2, 'caus': 2, 'that': 1.75, 'content': 1.75, 'id': 1.75, '32950550': 1.25, 'whileit': 1.25, '30940554': 1.25, 'faceor': 1.25, '26553763': 1.25}",thesaurus.topn3,0.29100000000000004,causes skin discoloration specifically whitening skin fingers,anchor.topn3,0.29100000000000004,causes skin discoloration specifically whitening skin fingers,thesaurus.topn3.replace,0.29100000000000004,causes skin discoloration specifically whitening skin fingers,anchor.topn3.replace,0.29100000000000004,causes skin discoloration specifically whitening skin fingers,termluster.topn5.3.bm25,0.29100000000000004,causes skin discoloration specifically whitening skin fingers,stem.porter,0.2637,what caus skin discolor specif whiten of the skin between finger,stem.porter2,0.2637,what caus skin discolor specif whiten of the skin between finger,sensedisambiguation,0.2547,What causes induce skin discoloration stain   specifically   whitening whiten of the skin between fingers finger,,,,,,,,,,,,,,,,,,,,,,,,
100653,how do I go about getting copies of letters of commendation prsented to me from city of san diego,0.4234,8,thesaurus.topn3,0.4983,go getting copies letters commendation prsented city san diego,anchor.topn3,0.4983,go getting copies letters commendation prsented city san diego,thesaurus.topn3.replace,0.4983,go getting copies letters commendation prsented city san diego,anchor.topn3.replace,0.4983,go getting copies letters commendation prsented city san diego,termluster.topn5.3.bm25,0.4983,go getting copies letters commendation prsented city san diego,stem.porter,0.4479,how do i go about gett copi of letter of commend prsent to me from citi of san diego,stem.trunc5,0.4466,how do i go about getti copie of lette of comme prsen to me from city of san diego,tagmee.topn3,0.4286,go getting copies letters commendation prsented city san diego Go       film  Getting In Ignatius of Antioch Commendation ceremony San Diego San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619912,How were you saved from sin and born again as Jesus says  Except you repent  and be born again     How didYou,0.5542,1,stem.lovins,0.5625,how wer you sav from sin and born again as jesus say except you repens and be born again how didyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663853,what is a wet dream,0.5011,5,thesaurus.topn3,0.539,wet dream,anchor.topn3,0.539,wet dream,thesaurus.topn3.replace,0.539,wet dream,anchor.topn3.replace,0.539,wet dream,termluster.topn5.3.bm25,0.539,wet dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592121,how to rollover    k into real estate,0.4529,8,tagmee.topn3,0.59,rollover    k real estate     k  Real estate,conceptluster.topn5.3.bm25,0.59,rollover    k real estate     k real estate,thesaurus.topn3,0.5895,rollover    k real estate,anchor.topn3,0.5895,rollover    k real estate,thesaurus.topn3.replace,0.5895,rollover    k real estate,anchor.topn3.replace,0.5895,rollover    k real estate,termluster.topn5.3.bm25,0.5762,rollover    k real estate estat real,stem.trunc5,0.4539,how to rollo k into real estat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182052,why is lemonade at restaurants sometimes different,0.5483,10,thesaurus.topn3,0.6249,lemonade restaurants sometimes different,anchor.topn3,0.6249,lemonade restaurants sometimes different,thesaurus.topn3.replace,0.6249,lemonade restaurants sometimes different,anchor.topn3.replace,0.6249,lemonade restaurants sometimes different,termluster.topn5.3.bm25,0.6249,lemonade restaurants sometimes different,onfields.topn3.10.2.25.1.bm25,0.6013,"{'sometim': 2, 'restaur': 2, 'at': 2, 'is': 2, 'whi': 2, 'differ': 2, 'lemonad': 2, 'id': 1.667, 'content': 1.5, 'pink': 1.5, 'toll': 1.167, 'hous': 1.167, 'duuh': 1.167, '21820523': 1.167, '21820524': 1.167, '1046250': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.6013,"{'sometim': 2, 'restaur': 2, 'at': 2, 'is': 2, 'whi': 2, 'differ': 2, 'lemonad': 2, 'id': 1.667, 'content': 1.5, 'pink': 1.5, 'toll': 1.167, 'hous': 1.167, 'duuh': 1.167, '21820523': 1.167, '21820524': 1.167, '1046250': 1.167}",stem.porter2,0.5834,whi is lemonad at restaur sometim differ,tagmee.topn3,0.5789,lemonade restaurants sometimes different Lemonade Chinese cuisine,conceptluster.topn5.3.bm25,0.5789,lemonade restaurants sometimes different lemonade chinese cuisine,,,,,,,,,,,,,,,,,,,,,,,,
1623623,How do you improve fuel efficiency of a       Ford Ikon,0.2676,7,thesaurus.topn3,0.3688,improve fuel efficiency      ford ikon,anchor.topn3,0.3688,improve fuel efficiency      ford ikon,thesaurus.topn3.replace,0.3688,improve fuel efficiency ford ikon,anchor.topn3.replace,0.3688,improve fuel efficiency      ford ikon,termluster.topn5.3.bm25,0.3688,improve fuel efficiency      ford ikon,tagmee.topn3,0.34,improve fuel efficiency      ford ikon Fuel efficiency Ford Ikon,conceptluster.topn5.3.bm25,0.2917,improve fuel efficiency      ford ikon fuel efficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078448,How do you prevent chicken from drying out when you cook it,0.2003,13,thesaurus.topn3,0.4757,prevent chicken drying cook,anchor.topn3,0.4757,prevent chicken drying cook,thesaurus.topn3.replace,0.4757,prevent chicken drying cook,anchor.topn3.replace,0.4757,prevent chicken drying cook,termluster.topn5.3.bm25,0.4757,prevent chicken drying cook,tagmee.topn3,0.4542,prevent chicken drying cook Chicken Food drying Desiccation Cooking,conceptluster.topn5.3.bm25,0.4542,prevent chicken drying cook cooking desiccation chicken food drying,wiki.topn3,0.3278,prevent chicken drying cook junglefowls poultry pig Chicken Food drying desiccation dunaliella salina heterotroph Desiccation recipe cooking baking Cooking,stem.porter2,0.2303,how do you prevent chicken from dri out when you cook it,onfields.topn3.10.2.25.1.bm25,0.2238,"{'it': 2, 'when': 2, 'out': 2, 'from': 2, 'prevent': 2, 'you': 2, 'do': 2, 'how': 2, 'dri': 2, 'cook': 2, 'chicken': 2, 'id': 1.5, 'sauc': 1.5, 'roast': 1.375, 'foil': 1.375, 'bake': 1.375, 'parmesan': 1.25, 'fri': 1.25, 'chees': 1.25}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2238,"{'it': 2, 'when': 2, 'out': 2, 'from': 2, 'prevent': 2, 'you': 2, 'do': 2, 'how': 2, 'dri': 2, 'cook': 2, 'chicken': 2, 'id': 1.5, 'sauc': 1.5, 'roast': 1.375, 'foil': 1.375, 'bake': 1.375, 'parmesan': 1.25, 'fri': 1.25, 'chees': 1.25}",glove.topn3,0.2179,prevent chicken drying cook avoid cooked meat soaking cleaning fry baker,wordnet.topn3,0.2126,prevent chicken drying cook preclude forestall foreclose white livered yellow crybaby dry out Captain James Cook fake,,,,,,,,,,,,,,,
3074429,How can we understand Islam and Muslims better,0.3698,7,thesaurus.topn3,0.5175,understand islam muslims better,anchor.topn3,0.5175,understand islam muslims better,thesaurus.topn3.replace,0.5175,understand islam muslims better,anchor.topn3.replace,0.5175,understand islam muslims better,conceptluster.topn5.3.bm25,0.5175,understand islam muslims better,termluster.topn5.3.bm25,0.4063,understand islam muslims better muslim islam,sensedisambiguation,0.3961,How can we understand Islam and Muslims muslim better good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119420,Well the black light is UV light So if it is  black  how can it be  light,0.4935,7,thesaurus.topn3,0.5584,well black light uv light so    black       light,anchor.topn3,0.5584,well black light uv light so    black       light,thesaurus.topn3.replace,0.5584,well black light uv light so black light,anchor.topn3.replace,0.5584,well black light uv light so    black       light,termluster.topn5.3.bm25,0.5584,well black light uv light so    black       light,stem.paicehusk,0.5155,wel the black light is uv light so if it is black how can it be light,stem.lovins,0.5151,wel th black light is uv light so if it is black how can it be light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290612,why do anxiety and depression seem to coexist,0.5822,8,thesaurus.topn3,0.6585,anxiety depression seem coexist,anchor.topn3,0.6585,anxiety depression seem coexist,thesaurus.topn3.replace,0.6585,anxiety depression seem coexist,anchor.topn3.replace,0.6585,anxiety depression seem coexist,termluster.topn5.3.bm25,0.6585,anxiety depression seem coexist,onfields.topn3.10.2.25.1.bm25,0.6383,"{'to': 2, 'seem': 2, 'and': 2, 'do': 2, 'whi': 2, 'depress': 2, 'coexist': 2, 'anxieti': 2, 'vs': 1.5, 'content': 1.5, 'id': 1.5, 'wwwanxietyiscomdepressionandanxietyhelpanxietyvsdepress': 1.167, 'depressantmayb': 1.167, '43018410': 1.167, '12906123': 1.167, '9718131': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.6383,"{'to': 2, 'seem': 2, 'and': 2, 'do': 2, 'whi': 2, 'depress': 2, 'coexist': 2, 'anxieti': 2, 'vs': 1.5, 'content': 1.5, 'id': 1.5, 'wwwanxietyiscomdepressionandanxietyhelpanxietyvsdepress': 1.167, 'depressantmayb': 1.167, '43018410': 1.167, '12906123': 1.167, '9718131': 1.167}",stem.porter2,0.638,whi do anxieti and depress seem to coexist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529114,since i have premature ejaculation problem  how to satisfy my girl,0.4624,8,tagmee.topn3,0.5073,since premature ejaculation problem satisfy girl Premature ejaculation Problem solving How to My Girl  The Temptations song,conceptluster.topn5.3.bm25,0.5054,since premature ejaculation problem satisfy girl girl temptations song premature ejaculation how to problem solving,thesaurus.topn3,0.499,since premature ejaculation problem satisfy girl,anchor.topn3,0.499,since premature ejaculation problem satisfy girl,thesaurus.topn3.replace,0.499,since premature ejaculation problem satisfy girl,anchor.topn3.replace,0.499,since premature ejaculation problem satisfy girl,termluster.topn5.3.bm25,0.499,since premature ejaculation problem satisfy girl,wiki.topn3,0.4663,since premature ejaculation problem satisfy girl body dysmorphic disorder hypoactivsexual desirdisorder bingeating Premature ejaculation construct validity problem finding cognitivload Problem solving lifhacking faq news admin net abuse email How to songs written by ronald white william weatherspoon all i need  thtemptations song  My Girl  The Temptations song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204963,what does   by   mean,0.0002,17,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2383,"{'by': 2, 'doe': 2, 'what': 2, 'mean': 2, '5': 2, '4': 1.433, 'distanc': 1.167, 'height': 1.167, 'feet': 1.133, 'sd': 1.133, 'deviat': 1.1, '68': 1.1, 'cours': 1.067, '457': 1.067}",rm3.topn10.10.0.5.bm25,0.0895,than we median set number answer what would doe deviat mean distanc,onfields.topn3.10.2.25.1.bm25,0.051,"{'by': 2, '5': 2, 'doe': 2, 'what': 2, 'mean': 2, 'wear': 1.444, 'woman': 1.333, 'content': 1.333, 'id': 1.333, 'kristina': 1.333, '8074721': 1.111, 'christbear': 1.111, '24206911': 1.111, 'wwwzelocomfirstnamesfindresultsaspnamekristina': 1.111, '2625662': 1.111}",conceptnet.topn3,0.0033,    mean cardinal People average,wordnet.topn3,0.003,    mean quintuplet Phoebe quintuplet Phoebe beggarly mean value think of,thesaurus.topn3,0.0024,    mean,anchor.topn3,0.0024,    mean,wiki.topn3,0.0024,    mean,tagmee.topn3,0.0024,    mean,thesaurus.topn3.replace,0.0024,mean,anchor.topn3.replace,0.0024,    mean,termluster.topn5.3.bm25,0.0024,    mean,conceptluster.topn5.3.bm25,0.0024,    mean,wordnet.topn3.replace,0.0019,quintuplet Phoebe quintuplet Phoebe beggarly mean value think of,sensedisambiguation,0.0004,what does   five by   five mean,sensedisambiguation.replace,0.0004,what does five by five mean,conceptnet.topn3.replace,0.0003,cardinal   People average,,,
4367654,Why is April   th important,0.2016,11,thesaurus.topn3,0.2878,april   th important,anchor.topn3,0.2878,april   th important,wiki.topn3,0.2878,april   th important,tagmee.topn3,0.2878,april   th important,thesaurus.topn3.replace,0.2878,april   th important,anchor.topn3.replace,0.2878,april   th important,termluster.topn5.3.bm25,0.2878,april   th important,conceptluster.topn5.3.bm25,0.2878,april   th important,sensedisambiguation.replace,0.2308,Why is april nineteenth significant,stem.porter2,0.2256,whi is april th import,stem.trunc5,0.2025,why is april th impor,,,,,,,,,,,,,,,,,,,,,
3639660,Why do most cigarettes have the yellow filter,0.5508,6,thesaurus.topn3,0.7567,cigarettes yellow filter,anchor.topn3,0.7567,cigarettes yellow filter,thesaurus.topn3.replace,0.7567,cigarettes yellow filter,anchor.topn3.replace,0.7567,cigarettes yellow filter,termluster.topn5.3.bm25,0.7567,cigarettes yellow filter,stem.porter2,0.5978,whi do most cigarett have the yellow filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197214,Why my GF feel like pissing during sexual intercourse,0.2825,10,wordnet.topn3,0.3561,gf feel like pissing sexual intercourse smell tone corresponding care the likes of peeing micturate take a leak intimate social intercourse sexual intercourse coition,thesaurus.topn3,0.335,gf feel like pissing sexual intercourse,anchor.topn3,0.335,gf feel like pissing sexual intercourse,thesaurus.topn3.replace,0.335,gf feel like pissing sexual intercourse,anchor.topn3.replace,0.335,gf feel like pissing sexual intercourse,termluster.topn5.3.bm25,0.335,gf feel like pissing sexual intercourse,tagmee.topn3,0.3212,gf feel like pissing sexual intercourse Sexual intercourse,conceptluster.topn5.3.bm25,0.3212,gf feel like pissing sexual intercourse sexual intercourse,wordnet.topn3.replace,0.3211,gf smell tone corresponding care the likes of peeing micturate take a leak intimate social intercourse sexual intercourse coition,sensedisambiguation,0.3112,Why my GF feel like pissing make during sexual intercourse sexual intercourse,,,,,,,,,,,,,,,,,,,,,,,,
1015624,What s the Definition of a bloody mary,0.7386,2,docluster.topn10.3.bm25,0.7541,what s the definition of a bloody mary  bloodi mari,termluster.topn5.3.bm25,0.7483, s definition bloody mary mari bloodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082595,what is meant by mobile technology,0.5401,10,conceptnet.topn3,0.625,meant mobile technology ploughland meaned cell Mobile River automotive technology,thesaurus.topn3,0.5745,meant mobile technology,anchor.topn3,0.5745,meant mobile technology,wiki.topn3,0.5745,meant mobile technology,tagmee.topn3,0.5745,meant mobile technology,thesaurus.topn3.replace,0.5745,meant mobile technology,anchor.topn3.replace,0.5745,meant mobile technology,termluster.topn5.3.bm25,0.5745,meant mobile technology,conceptluster.topn5.3.bm25,0.5745,meant mobile technology,sensedisambiguation.replace,0.5491,what is think of by mobile technology,,,,,,,,,,,,,,,,,,,,,,,,
3239329,Why do we wee a lot in the cold weather especially at night,0.17600000000000002,6,thesaurus.topn3,0.3387,wee lot cold weather especially night,anchor.topn3,0.3387,wee lot cold weather especially night,thesaurus.topn3.replace,0.3387,wee lot cold weather especially night,anchor.topn3.replace,0.3387,wee lot cold weather especially night,termluster.topn5.3.bm25,0.3387,wee lot cold weather especially night,stem.porter2,0.2105,whi do we wee a lot in the cold weather especi at night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874326,How come Compton is only designated for black people,0.1109,9,thesaurus.topn3,0.2206,come compton designated black people,anchor.topn3,0.2206,come compton designated black people,thesaurus.topn3.replace,0.2206,come compton designated black people,anchor.topn3.replace,0.2206,come compton designated black people,termluster.topn5.3.bm25,0.2206,come compton designated black people,tagmee.topn3,0.2066,come compton designated black people Compton  California,conceptluster.topn5.3.bm25,0.2066,come compton designated black people compton california,wordnet.topn3,0.1263,come compton designated black people do amount hail Arthur Holly Compton Arthur Compton delegate destine indicate fatal pitch dark inglorious multitude hoi polloi,stem.porter,0.1225,how come compton is onli designat for black peopl,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254390,how do i deap fry chicken,0.2644,10,thesaurus.topn3,0.3829,deap fry chicken,anchor.topn3,0.3829,deap fry chicken,tagmee.topn3,0.3829,deap fry chicken DEAP Frying Chicken,thesaurus.topn3.replace,0.3829,deap fry chicken,anchor.topn3.replace,0.3829,deap fry chicken,termluster.topn5.3.bm25,0.3829,deap fry chicken,conceptluster.topn5.3.bm25,0.3829,deap fry chicken frying chicken deap,stem.porter2,0.3641,how do i deap fri chicken,relevancefeedback.topn10.bm25,0.3153,how do i deap fry chicken  you   buncha chicken,wiki.topn3,0.3133,deap fry chicken canadian penning trap mass spectrometer myron l  good fermilab e     seaquest DEAP staling deep frying batter  cooking  Frying junglefowls poultry pig Chicken,,,,,,,,,,,,,,,,,,,,,,,,
4018891,How do I know if a particular term or phrase is copyrighted,0.1869,12,sensedisambiguation,0.3117,How do I know sleep together if a particular term or phrase is copyrighted copyright,onfields.topn3.10.2.25.1.bm25,0.2821,"{'is': 2, 'or': 2, 'term': 2, 'particular': 2, 'a': 2, 'if': 2, 'know': 2, 'i': 2, 'do': 2, 'how': 2, 'copyright': 2, 'phrase': 2, 'word': 1.556, 'id': 1.556, 'protect': 1.444, 'content': 1.333, 'dragula': 1.333, 'spoken': 1.222, 'trademark': 1.222, 'tm': 1.222, 'tess': 1.222}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2821,"{'is': 2, 'or': 2, 'term': 2, 'particular': 2, 'a': 2, 'if': 2, 'know': 2, 'i': 2, 'do': 2, 'how': 2, 'copyright': 2, 'phrase': 2, 'word': 1.556, 'id': 1.556, 'protect': 1.444, 'content': 1.333, 'dragula': 1.333, 'spoken': 1.222, 'trademark': 1.222, 'tm': 1.222, 'tess': 1.222}",word2vec.topn3,0.2623,know particular term phrase copyrighted know  knwo tell specific certain these phrase word words copywritten copyright protected uncopyrighted,thesaurus.topn3,0.2572,know particular term phrase copyrighted,anchor.topn3,0.2572,know particular term phrase copyrighted,thesaurus.topn3.replace,0.2572,know particular term phrase copyrighted,anchor.topn3.replace,0.2572,know particular term phrase copyrighted,termluster.topn5.3.bm25,0.2572,know particular term phrase copyrighted,bertqe.topn10.bm25,0.2244,"{'How do I know if a particular term or phrase is copyrighted': 1.5, 'copyrighted': 1.0, 'copyrighted  terms phrases': 0.9992595270298832, 'copyrighted ': 0.998187309704394, 'copyright phrase': 0.9952835755528799, 'automatically copyrighted long': 0.989526534033108}",rm3.topn10.10.0.5.bm25,0.2172,word how dragula unbeliev particular i term do ani help phrase know copyright,stem.paicehusk,0.2026,how do i know if a particul term or phras is copyright,,,,,,,,,,,,,,,,,,
3552010,Why do parent put kids on restriction,0.2209,6,thesaurus.topn3,0.3533,parent put kids restriction,anchor.topn3,0.3533,parent put kids restriction,thesaurus.topn3.replace,0.3533,parent put kids restriction,anchor.topn3.replace,0.3533,parent put kids restriction,termluster.topn5.3.bm25,0.3533,parent put kids restriction,stem.porter2,0.2439,whi do parent put kid on restrict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968489,Which auto insurance do you use and why,0.4249,5,thesaurus.topn3,0.4731,auto insurance use,anchor.topn3,0.4731,auto insurance use,thesaurus.topn3.replace,0.4731,auto insurance use,anchor.topn3.replace,0.4731,auto insurance use,termluster.topn5.3.bm25,0.4731,auto insurance use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443848,Does anybody know where i could get a free guide on how to train a siberian husky,0.6629,5,thesaurus.topn3,0.6827,anybody know could get free guide train siberian husky,anchor.topn3,0.6827,anybody know could get free guide train siberian husky,thesaurus.topn3.replace,0.6827,anybody know could get free guide train siberian husky,anchor.topn3.replace,0.6827,anybody know could get free guide train siberian husky,termluster.topn5.3.bm25,0.6827,anybody know could get free guide train siberian husky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
