qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21,method.22,metric.22,query.22,method.23,metric.23,query.23,method.24,metric.24,query.24,method.25,metric.25,query.25,method.26,metric.26,query.26,method.27,metric.27,query.27,method.28,metric.28,query.28,method.29,metric.29,query.29,method.30,metric.30,query.30,method.31,metric.31,query.31,method.32,metric.32,query.32,method.33,metric.33,query.33
222,male menopause ,,22,tagmee.topn3,0.0925,male menopause Andropause Menopause ,conceptluster.topn5.3.qld,0.0925,male menopause menopause andropause ,sensedisambiguation,0.0891,male menopause ,conceptnet.topn3,0.0891,male menopause ,sensedisambiguation.replace,0.0891,male menopause ,conceptnet.topn3.replace,0.0891,male menopause ,stem.krovetz,0.0891,male menopause ,stem.sstemmer,0.0891,male menopause ,relevancefeedback.topn10.qld,0.0891,male menopause ,tagmee.topn3.replace,0.0663,Andropause Menopause ,termluster.topn5.3.qld,0.0628,male menopause menopaus symptom men symptom men male ,bertqe.topn10.qld,0.0367,"{'male menopause': 0.9166666666666667, 'male menopause  p   p   div style  textalign ': 1.0, 'menopause  amp  andropause  male': 0.9166666666666667, 'male menopause  br   br ': 0.75, 'male menopause condition called': 0.6666666666666666} ",wiki.topn3,0.02,male menopause androgen replacement therapy adenomyosis gynecomastia Andropause endometriosis hormontherapy fragilx syndrome Menopause ,rm3.topn10.10.0.5.qld,0.0144,remedi hormon herbal testosteron menopaus andropaus men male symptom therapi ,anchor.topn3,0.0127,male menopause femal аlfa   haser  ,docluster.topn10.3.qld,0.0119,male menopause menopaus ,wordnet.topn3,0.0097,male menopause manly male person climacteric change of life ,wiki.topn3.replace,0.0087,androgen replacement therapy adenomyosis gynecomastia Andropause endometriosis hormontherapy fragilx syndrome Menopause ,thesaurus.topn3,0.0012,male menopause  macho manful  climacteric grand climacteric ,word2vec.topn3,0.0007,male menopause female Female perimenopause peri menopause ,anchor.topn3.replace,0.0003,femal аlfa   haser  menopause ,word2vec.topn3.replace,0.0001,female Female perimenopause peri menopause ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,usda food pyramid ,,31,stem.krovetz,0.1196,usda food pyramid ,stem.porter,0.1196,usda food pyramid ,stem.porter2,0.1196,usda food pyramid ,stem.sstemmer,0.1196,usda food pyramid ,relevancefeedback.topn10.qld,0.1196,usda food pyramid ,termluster.topn5.3.qld,0.0954,usda food pyramid food guid pyramid guid pyramid usda food guid usda ,glove.topn3,0.0938,usda food pyramid k      mo   supplies gigantic ,conceptnet.topn3,0.0894,usda food pyramid arrange ,tagmee.topn3,0.0606,usda food pyramid United States Department of Agriculture Food pyramid  nutrition  ,conceptluster.topn5.3.qld,0.0606,usda food pyramid united states department agriculture food pyramid nutrition ,thesaurus.topn3,0.0594,usda food pyramid   bread cooking  edifice memorial ,anchor.topn3,0.0532,usda food pyramid rule of thumb  kfs  zone usda neophobia food foods cross solfar djoserti userkar lamw ,word2vec.topn3,0.0477,usda food pyramid www usda gov www ars usda gov hhs foodstuffs pyramid like ,sensedisambiguation,0.0469,usda department of agriculture food pyramid ,docluster.topn10.3.qld,0.0457,usda food pyramid vegan ,wordnet.topn3,0.0359,usda food pyramid Agriculture Department Agriculture Department of Agriculture intellectual nourishment food for thought Great Pyramid Pyramids of Egypt ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0272,"{'food': 2, 'usda': 2, 'pyramid': 2, 'guid': 1.807, 'nutrit': 1.145, 'pdf': 1.114, 'oldway': 1.066, 'cnpp': 1.026, 'ccimagesrc': 1.026, 'pyramidbeyond': 1.018, 'consumptionavail': 1.018} ",sensedisambiguation.replace,0.0205,department of agriculture food pyramid ,rm3.topn10.10.0.5.qld,0.015,usda atkin food diet eat healthi pyramid fat nutrit vegan ,stem.lovins,0.0112,usd food pyramid ,stem.paicehusk,0.0112,usd food pyramid ,tagmee.topn3.replace,0.0096,United States Department of Agriculture Food pyramid  nutrition  ,wiki.topn3,0.0051,usda food pyramid ministries established in      united states department of agriculture agriculture ministries United States Department of Agriculture Food pyramid  nutrition  ,stem.trunc4,0.0033,usda food pyra ,word2vec.topn3.replace,0.0025,www usda gov www ars usda gov hhs foodstuffs pyramid like ,conceptnet.topn3.replace,0.0025,usda food arrange ,thesaurus.topn3.replace,0.0021,usda  bread cooking  edifice memorial ,stem.trunc5,0.0015,usda food pyram ,wordnet.topn3.replace,0.0004,Agriculture Department Department of Agriculture intellectual nourishment food for thought Pyramids of Egypt ,anchor.topn3.replace,0.0004,rule of thumb  kfs  zone usda neophobia food foods cross solfar djoserti userkar lamw ,bertqe.topn10.qld,0.0002,"{'usda food pyramid': 0.0, 'usda food pyramid ': 0.0, 'usda food guide pyramid ': 1.0, 'usda food pyramid  bread ': 0.6666666666666666, 'usda food pyramid  vegetables': 0.3333333333333333} ",,,,,,
224,making chicken soup from scratch ,,25,stem.krovetz,0.0465,making chicken soup from scratch ,stem.porter,0.0465,make chicken soup from scratch ,stem.porter2,0.0465,make chicken soup from scratch ,stem.sstemmer,0.0465,making chicken soup from scratch ,relevancefeedback.topn10.qld,0.0465,making chicken soup from scratch ,conceptnet.topn3,0.034,making chicken soup scratch ,conceptnet.topn3.replace,0.034,making chicken soup scratch ,tagmee.topn3,0.0171,making chicken soup scratch Chicken soup ,conceptluster.topn5.3.qld,0.0171,making chicken soup scratch chicken soup ,sensedisambiguation,0.0065,making take chicken wimp soup from scratch scrape ,rm3.topn10.10.0.5.qld,0.0062,cook slow noodl recip cooker chicken cake scratch from soup stock broth make ,docluster.topn10.3.qld,0.0054,making chicken soup from scratch recip ,thesaurus.topn3,0.0045,making chicken soup scratch  accomplishing building  coward craven  hodgepodge jumble  blemish laceration ,termluster.topn5.3.qld,0.0042,making chicken soup scratch stock soup recip cook make recip chicken cook make ,anchor.topn3,0.0038,making chicken soup scratch santandereana masala   hồ  çorbası  ofe polakul backderf scratch th reklaw ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0038,"{'scratch': 2, 'from': 2, 'soup': 2, 'chicken': 2, 'make': 2, 'cook': 2.0, 'meat': 1.563, 'raw': 1.388, 'databas': 1.369, 'snack': 1.33, 'purchas': 1.33, 'nutrient': 1.272, 'yield': 1.262, 'grainsbread': 1.097, 'vegetablefruit': 1.078, 'meatmeat': 1.068} ",glove.topn3,0.0024,making chicken soup scratch made cooked meat stew piyanart srivalo ,stem.lovins,0.0023,mak chick soup from scratch ,stem.paicehusk,0.0023,mak chick soup from scratch ,word2vec.topn3,0.0005,making chicken soup scratch creating poultry stew ,tagmee.topn3.replace,0.0004,Chicken soup ,wordnet.topn3,0.0003,making chicken soup scratch constitute piss arrive at yellow bellied white livered scraping fray cancel ,stem.trunc5,0.0002,makin chick soup from scrat ,wiki.topn3,0.0001,making chicken soup scratch macrobiotic diet cayennpepper mustard seed Chicken soup ,bertqe.topn10.qld,0.0001,"{'making chicken soup from scratch': 1.5, 'chicken soup scratch': 1.0, 'chicken soup scratch  strong   p   p  1': 0.8888888888888891, 'chicken soup scratch   chicken soup': 0.851851851851852, 'relnofollow  classcommentreplylink  hrefchickensouprecipefromscratch  replytocom70530  respond  onclickreturn addcommentmoveform   commentreply70530  ': 0.851851851851852, 'chicken soup scratch ': 0.7777777777777778} ",,,,,,,,,,,,,,,,,,,,,,,,
225,black and gold ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,traverse city ,,23,glove.topn3,0.0388,traverse city town ,tagmee.topn3,0.0342,traverse city Traverse City  Michigan ,conceptluster.topn5.3.qld,0.0342,traverse city traverse city michigan ,tagmee.topn3.replace,0.0329,Traverse City  Michigan ,sensedisambiguation,0.0242,traverse city ,conceptnet.topn3,0.0242,traverse city ,sensedisambiguation.replace,0.0242,traverse city ,conceptnet.topn3.replace,0.0242,traverse city ,stem.krovetz,0.0242,traverse city ,stem.sstemmer,0.0242,traverse city ,relevancefeedback.topn10.qld,0.0242,traverse city ,glove.topn3.replace,0.012,traverse town ,bertqe.topn10.qld,0.0111,"{'traverse city': 1.5, 'traverse city  mi pleased': 1, 'traverse city  mi  a   br   span class  hoteladdress   615 e ': 1, 'rd  traverse city  mi 49686 ': 1, 'traverse city  615 east front': 1, 'traverse city  mi  grand traverse': 1} ",thesaurus.topn3,0.0061,traverse city  bisect crisscross  burghal citified ,word2vec.topn3,0.005,traverse city town metropolis ,termluster.topn5.3.qld,0.0037,traverse city north citi travers north ,docluster.topn10.3.qld,0.0033,traverse city travers mi ,word2vec.topn3.replace,0.001,traverse town metropolis ,anchor.topn3,0.0006,traverse city huchette  paix  concorde  ,wiki.topn3,0.0004,traverse city petoskey  michigan alpena  michigan st  joseph  michigan Traverse City  Michigan ,wordnet.topn3,0.0003,traverse city crossbeam trave span metropolis urban center ,thesaurus.topn3.replace,0.0003, bisect crisscross  burghal citified ,wiki.topn3.replace,0.0001,petoskey  michigan alpena  michigan st  joseph  michigan Traverse City  Michigan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,i will survive lyrics ,,22,bertqe.topn10.qld,0.0979,"{'i will survive lyrics': 1.5, 'lyrics    middot   nbsp   nbsp   nbsp   nbsp   nbsp  survive lyrics  a   td   td  419  td ': 1.0, 'survive  extended mix  lyrics  a   br   img': 1.0, ' survive  rel  nofollow    strong ': 0.75, 'goodbye  survive ': 0.5, 'survived  live   strong  lyrics  a   li   li  ': 0.25} ",rm3.topn10.10.0.5.qld,0.0757,strong lyric oh i tell surviv snow gloria got gaynor br ,tagmee.topn3.replace,0.0672,I Will Survive A Will to Survive Lyrics ,tagmee.topn3,0.0407,survive lyrics I Will Survive A Will to Survive Lyrics ,sensedisambiguation.replace,0.0331,i will survive lyric ,stem.krovetz,0.0331,i will survive lyrics ,stem.porter,0.0331,i will surviv lyric ,stem.porter2,0.0331,i will surviv lyric ,stem.sstemmer,0.0331,i will survive lyric ,relevancefeedback.topn10.qld,0.0331,i will survive lyrics ,conceptluster.topn5.3.qld,0.0286,survive lyrics lyrics survive survive ,anchor.topn3,0.0092,survive lyrics ,conceptnet.topn3,0.0092,survive lyrics ,anchor.topn3.replace,0.0092,survive lyrics ,conceptnet.topn3.replace,0.0092,survive lyrics ,stem.trunc5,0.0067,i will survi lyric ,sensedisambiguation,0.0053,i will survive lyrics lyric ,docluster.topn10.3.qld,0.0053,i will survive lyrics lyric ,termluster.topn5.3.qld,0.0031,survive lyrics song lyric love surviv song love ,wiki.topn3,0.001,survive lyrics chantay savage songs yolanda bcool young hearts run free I Will Survive thhunt for thfour brothers hazed thcookcamp A Will to Survive lyrics song songs Lyrics ,wordnet.topn3,0.0006,survive lyrics outlast live last lyric poem language ,wiki.topn3.replace,0.0002,chantay savage songs yolanda bcool young hearts run free I Will Survive thhunt for thfour brothers hazed thcookcamp A Will to Survive lyrics song songs Lyrics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,hawaiian volcano observatories ,,27,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0756,"{'observatori': 2, 'hawaii': 2.0, 'hawaiian': 2, 'volcano': 2, 'kilauea': 1.301, 'mauna': 1.176, 'loa': 1.162, 'lava': 1.125, 'hvo': 1.11, 'jaggar': 1.081, 'kipuka': 1.059} ",stem.krovetz,0.0296,hawaii volcano observatory ,wiki.topn3,0.0225,hawaiian volcano observatories Hawaiian narrative volcanoes magma volcanirocks Volcano observatories astronomical observatories telescope Observatory ,conceptnet.topn3,0.0208,hawaiian volcano observatories ,sensedisambiguation.replace,0.0208,hawaiian volcano observatory ,conceptnet.topn3.replace,0.0208,hawaiian volcano observatories ,stem.porter,0.0208,hawaiian volcano observatori ,stem.porter2,0.0208,hawaiian volcano observatori ,stem.sstemmer,0.0208,hawaiian volcano observatory ,relevancefeedback.topn10.qld,0.0208,hawaiian volcano observatories ,docluster.topn10.3.qld,0.0208,hawaiian volcano observatories ,tagmee.topn3,0.0207,hawaiian volcano observatories Hawaiian narrative Volcano Observatory ,conceptluster.topn5.3.qld,0.0207,hawaiian volcano observatories hawaiian narrative volcano observatory ,tagmee.topn3.replace,0.0175,Hawaiian narrative Volcano Observatory ,rm3.topn10.10.0.5.qld,0.015,earthquak volcan wovodat hazard volcano erupt usg hvo observatori hawaiian ,stem.lovins,0.0133,hawai volcan observator ,stem.paicehusk,0.0121,haway volcano observ ,anchor.topn3,0.0119,hawaiian volcano observatories punch punchy  plaintail clypeoporth  kudryavyi  ndiayen  idmaax  ,sensedisambiguation,0.0109,hawaiian volcano observatories observatory ,wiki.topn3.replace,0.0102,Hawaiian narrative volcanoes magma volcanirocks Volcano observatories astronomical observatories telescope Observatory ,thesaurus.topn3,0.0075,hawaiian volcano observatories   bluff cliff  lookout tower ,termluster.topn5.3.qld,0.006999999999999999,hawaiian volcano observatories erupt observatori volcan erupt hawaiian observatori volcano volcan usg ,word2vec.topn3,0.0054,hawaiian volcano observatories Hawaian hawaii Hawaiin eruption telescopes ,wordnet.topn3,0.0047,hawaiian volcano observatories vent lookout station observation tower ,glove.topn3,0.0028,hawaiian volcano observatories hawaii maui eruption volcanic telescopes ground based ,wordnet.topn3.replace,0.0001,hawaiian vent observation tower lookout station ,glove.topn3.replace,0.0001,hawaii maui eruption volcanic telescopes ground based ,,,,,,,,,,,,,,,,,,
229,beef stroganoff recipe ,,28,tagmee.topn3.replace,0.0773,Beef Stroganoff ,tagmee.topn3,0.0767,beef stroganoff recipe Beef Stroganoff ,conceptluster.topn5.3.qld,0.0767,beef stroganoff recipe beef stroganoff ,conceptnet.topn3,0.0655,beef stroganoff recipe ,conceptnet.topn3.replace,0.0655,beef stroganoff recipe ,stem.krovetz,0.0655,beef stroganoff recipe ,stem.lovins,0.0655,beef stroganoff recip ,stem.paicehusk,0.0655,beef stroganoff recip ,stem.porter,0.0655,beef stroganoff recip ,stem.porter2,0.0655,beef stroganoff recip ,stem.sstemmer,0.0655,beef stroganoff recipe ,relevancefeedback.topn10.qld,0.0655,beef stroganoff recipe ,docluster.topn10.3.qld,0.0655,beef stroganoff recipe ,sensedisambiguation,0.0652,beef gripe stroganoff recipe ,sensedisambiguation.replace,0.0603,gripe stroganoff recipe ,termluster.topn5.3.qld,0.0458,beef stroganoff recipe cook easi ground beef cook easi stroganoff sour sauc ,wiki.topn3,0.0341,beef stroganoff recipe tatar cuisine salo  food  shashlik Beef Stroganoff ,wordnet.topn3,0.0296,beef stroganoff recipe kick beef cattle squawk formula ,rm3.topn10.10.0.5.qld,0.0285,beef cook easi recip sour dinner ground creami quick stroganoff ,bertqe.topn10.qld,0.0271,"{'beef stroganoff recipe': 1.5, 'beef stroganoff recipe  beef': 1.0, 'bacon beef stroganoff recipe': 0.4, 'stroganoff recipe   easy ground beef stroganoff': 0.8, 'mushrooms  ground beef recipes  ground beef stroganoff  pasta': 0.4, 'recipe  beef stroganoff': 0.2} ",anchor.topn3,0.0097,beef stroganoff recipe kurog corned beef  kipper kochubey meller zakomelski yagami kun  ,wordnet.topn3.replace,0.0058,boeuf holler bitch stroganoff formula ,wiki.topn3.replace,0.0051,tatar cuisine salo  food  shashlik Beef Stroganoff ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0039,"{'recip': 2, 'stroganoff': 2, 'beef': 2, 'food': 2.0, 'cup': 1.878, 'ving': 1.718, 'fat': 1.639, 'calori': 1.472, 'veget': 1.401, 'milk': 1.352, 'pyramid': 1.31, 'teaspoon': 1.276, 'margarin': 1.209, 'wholewheat': 1.124} ",thesaurus.topn3,0.0029,beef stroganoff recipe  meat arm  goulash hash  method prescription ,glove.topn3,0.0029,beef stroganoff recipe meat pork mangxamba hits isuzuki cake ,word2vec.topn3,0.0015,beef stroganoff recipe meat pork short rib bhuna tournedos cookbook ,stem.trunc5,0.0007,beef strog recip ,,,,,,,,,,,,,,,
230,world s biggest dog ,,22,rm3.topn10.10.0.5.qld,0.0447,georg biggest largest beyonc world annual giant breed cruft record dog ,relevancefeedback.topn10.qld,0.0423,world's biggest dog ,conceptnet.topn3,0.0368,world  s biggest dog ,conceptnet.topn3.replace,0.0368,world  s biggest dog ,stem.krovetz,0.0368,world s biggest dog ,stem.lovins,0.0368,world   s biggest dog ,stem.paicehusk,0.0368,world   s biggest dog ,stem.porter,0.0368,world   s biggest dog ,stem.porter2,0.0368,world   s biggest dog ,stem.sstemmer,0.0368,world   s biggest dog ,docluster.topn10.3.qld,0.0368,world s biggest dog ,tagmee.topn3,0.0253,world  s biggest dog World Dog ,conceptluster.topn5.3.qld,0.0253,world  s biggest dog dog world ,termluster.topn5.3.qld,0.0147,world  s biggest dog biggest new largest new world largest book list top ,glove.topn3,0.0107,world  s biggest dog time ever  s whose largest big cat ,wiki.topn3,0.008,world  s biggest dog world international multinational corporation World cat scavengers dogs Dog ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0056,"{'biggest': 2, ""world'"": 2, 'dog': 2, 'rc': 1.432, 'preschoolgrad': 1.318, 'wolfner': 1.197, 'k3': 1.167, 'mudg': 1.091, 'printbrail': 1.076, 'govtogov': 1.061, 'balbini': 1.061, 'napvil': 1.045, 'doggon': 1.045} ",sensedisambiguation,0.0044,world universe  s biggest large dog pawl ,tagmee.topn3.replace,0.0006,World Dog ,anchor.topn3,0.0005,world  s biggest dog world list pekōrya mou  b v v        s ichapeken piesta  tons   dog histori tarentella characters benton ,thesaurus.topn3,0.0003,world  s biggest dog  earth nature   colossal considerable  pup puppy ,word2vec.topn3,0.0001,world  s biggest dog globe country s of  s s largest greatest puppy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,what are the seven deadly sins ,,25,docluster.topn10.3.qld,0.0765,what are the seven deadly sins sin ,stem.krovetz,0.0692,what are the seven deadly sin ,stem.sstemmer,0.0692,what are the seven deadly sin ,relevancefeedback.topn10.qld,0.0692,what are the seven deadly sins ,tagmee.topn3,0.0651,seven deadly sins The Seven Deadly Sins  ballet chanté  ,conceptluster.topn5.3.qld,0.0651,seven deadly sins seven deadly sins ballet chanté ,stem.porter,0.064,what ar the seven deadli sin ,sensedisambiguation,0.0587,what are the seven deadly madly sins sine ,conceptnet.topn3,0.0573,seven deadly sins ,conceptnet.topn3.replace,0.0573,seven deadly sins ,termluster.topn5.3.qld,0.0573,seven deadly sins deadli sin sin seven seven deadli ,tagmee.topn3.replace,0.0389,The Seven Deadly Sins  ballet chanté  ,anchor.topn3,0.0362,seven deadly sins vishvamitra sunema sukkot  longsha jing an longzihu ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0321,"{'sin': 2, 'deadli': 2, 'seven': 2, 'the': 2, 'are': 2, 'what': 2, 'var': 2.0, '2413': 1.961, 'null': 1.765, 'nonfict': 1.49, 'documentsearchwidgitsearchtyp': 1.353, 'documentwriteopt': 1.353, 'savedsearch': 1.294, 'savedscop': 1.294, 'documentsearchwidgitsortdropdownoptionslength': 1.294, 'newurl': 1.235, 'savedtag': 1.235} ",thesaurus.topn3,0.023,seven deadly sins  septenary septemviral   crime error ,glove.topn3,0.0204,seven deadly sins eight five fatal attacks transgressions misdeeds ,wordnet.topn3,0.0177,seven deadly sins heptad septenary baneful mortal lethal boob blunder ,rm3.topn10.10.0.5.qld,0.0141,digit deviantart procrust dragonfiend what oct human deadli sin god seven ,wiki.topn3,0.0102,seven deadly sins ballets by lynne taylor corbett      ballet premieres      operas The Seven Deadly Sins  ballet chanté  ,stem.trunc5,0.0092,what are the seven deadl sins ,stem.porter2,0.0038,what are the seven dead sin ,word2vec.topn3,0.0013,seven deadly sins eight nine six lethal dangerous fatal transgressions misdeeds ,wordnet.topn3.replace,0.0001,  vii mortal lethal pestilent hell transgress ,wiki.topn3.replace,0.0001,ballets by lynne taylor corbett      ballet premieres      operas The Seven Deadly Sins  ballet chanté  ,bertqe.topn10.qld,0.0001,"{'what are the seven deadly sins': 1.5, 'seven deadly sins  gluttony  a   small ': 1.0, 'seven deadly sins': 0.023809523809523832, 'seven deadly sins  sloth  a   small ': 0.8333333333333335, 'seven deadly sins  gluttony  blackeri ': 0.761904761904762, 'seven deadly sins  also': 0.5238095238095238} ",,,,,,,,,,,,,,,,,,,,,,,,
232,hurricane Irene flooding in manville nj ,,31,tagmee.topn3,0.1262,hurricane irene flooding manville nj Hurricane Irene Flood Manville  New Jersey ,conceptluster.topn5.3.qld,0.1262,hurricane irene flooding manville nj flood manville new jersey hurricane irene ,conceptnet.topn3,0.125,hurricane irene flooding manville nj ,conceptnet.topn3.replace,0.125,hurricane irene flooding manville nj ,stem.krovetz,0.125,hurricane irene flood in manville nj ,stem.porter,0.125,hurrican iren flood in manvil nj ,stem.porter2,0.125,hurrican iren flood in manvill nj ,stem.sstemmer,0.125,hurricane irene flooding in manville nj ,relevancefeedback.topn10.qld,0.125,hurricane Irene flooding in manville nj ,sensedisambiguation,0.1206,hurricane Irene flooding implosion therapy in manville nj new jersey ,stem.lovins,0.1195,hurrican ir flood in manvil nj ,tagmee.topn3.replace,0.1187,Hurricane Irene Flood Manville  New Jersey ,termluster.topn5.3.qld,0.1185,hurricane irene flooding manville nj new manvil iren new manvil hurrican new iren hurrican ,sensedisambiguation.replace,0.1147,hurricane Irene implosion therapy in manville new jersey ,rm3.topn10.10.0.5.qld,0.1122,jersei nj flood manvil said hillsborough church hurrican iren ledger star ,docluster.topn10.3.qld,0.1068,hurricane irene flooding in manville nj nj com new video ,anchor.topn3,0.0927,hurricane irene flooding manville nj  thère  jacques marie antoine célestin petit four jersey jersey histori jersey educ ,wordnet.topn3,0.087,hurricane irene flooding manville nj swamp inundate oversupply Garden State Jersey NJ ,glove.topn3,0.0779,hurricane irene flooding manville nj storm katrina hahlt oxeant skaht bohld trenton n j  ,word2vec.topn3,0.0656,hurricane irene flooding manville nj storm wilma louisa cecilia inundation trenton Nj lj ,wiki.topn3,0.0545,hurricane irene flooding manville nj      in the turks and caicos islands      in the caribbean      in the united states virgin islands Hurricane Irene drought levee flash flood Flood seasidpark  new jersey wanaque  new jersey west capmay  new jersey Manville  New Jersey ,wordnet.topn3.replace,0.0511,hurricane irene glut inundate oversupply manville New Jersey Jersey Garden State ,thesaurus.topn3,0.0328,hurricane irene flooding manville nj  cyclone gale   inundation alluvion   ,stem.paicehusk,0.0248,hur ir flood in manvil nj ,anchor.topn3.replace,0.0142,hurricane  thère  jacques marie antoine célestin petit four flooding manville jersey jersey histori jersey educ ,stem.trunc5,0.0121,hurri irene flood in manvi nj ,thesaurus.topn3.replace,0.0113, cyclone gale irene  inundation alluvion manville nj ,wiki.topn3.replace,0.0055,     in the turks and caicos islands      in the caribbean      in the united states virgin islands Hurricane Irene drought levee flash flood Flood seasidpark  new jersey wanaque  new jersey west capmay  new jersey Manville  New Jersey ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0037,"{'nj': 2, 'manvil': 2, 'in': 2, 'key': 2.0, 'flood': 2, 'hurrican': 2, 'iren': 2, 'wind': 1.725, 'storm': 1.656, 'florida': 1.652, 'mph': 1.402, 'rainfal': 1.371, 'gust': 1.24, 'increas': 1.14} ",word2vec.topn3.replace,0.0017,storm wilma louisa cecilia inundation manville trenton Nj lj ,stem.trunc4,0.0006,hurr iren floo in manv nj ,,,,,,
233,hair dye ,,26,word2vec.topn3,0.0141,hair dye hairstyle dyed ,anchor.topn3,0.0136,hair dye afro lik frizzli stinging  dye victoria cy            dye  ,conceptnet.topn3,0.0062,hair dye ,conceptnet.topn3.replace,0.0062,hair dye ,stem.krovetz,0.0062,hair dye ,stem.paicehusk,0.0062,hair dye ,stem.porter,0.0062,hair dye ,stem.porter2,0.0062,hair dye ,stem.sstemmer,0.0062,hair dye ,stem.trunc4,0.0062,hair dye ,stem.trunc5,0.0062,hair dye ,relevancefeedback.topn10.qld,0.0062,hair dye ,docluster.topn10.3.qld,0.0062,hair dye ,tagmee.topn3,0.0039,hair dye Hair coloring ,conceptluster.topn5.3.qld,0.0039,hair dye hair coloring ,sensedisambiguation,0.0034,hair haircloth dye ,anchor.topn3.replace,0.0014,afro lik frizzli stinging  dye victoria cy            dye  ,thesaurus.topn3,0.0013,hair dye  eyebrow fiber  pigment stain ,termluster.topn5.3.qld,0.0012,hair dye colour dye black colour hair black ,word2vec.topn3.replace,0.0009,hairstyle dyed ,glove.topn3,0.0008,hair dye blond beard dyed ,wiki.topn3,0.0006,hair dye aftershave sunless tanning hair care Hair coloring ,rm3.topn10.10.0.5.qld,0.0006,panic manic dye weav clip color hair extens effect blond ,tagmee.topn3.replace,0.0005,Hair coloring ,sensedisambiguation.replace,0.0003,haircloth dye ,stem.lovins,0.0003,hair dy ,,,,,,,,,,,,,,,,,,,,,
234,dark chocolate health benefits ,,26,conceptnet.topn3,0.076,dark chocolate health benefits ,conceptnet.topn3.replace,0.076,dark chocolate health benefits ,stem.krovetz,0.076,dark chocolate health benefit ,stem.lovins,0.076,dark chocol health benefit ,stem.porter,0.076,dark chocol health benefit ,stem.porter2,0.076,dark chocol health benefit ,stem.sstemmer,0.076,dark chocolate health benefit ,relevancefeedback.topn10.qld,0.076,dark chocolate health benefits ,sensedisambiguation,0.0677,dark chocolate cocoa health benefits benefit ,sensedisambiguation.replace,0.0638,dark cocoa health benefit ,tagmee.topn3,0.0603,dark chocolate health benefits Types of chocolate Health effects of wine ,conceptluster.topn5.3.qld,0.0603,dark chocolate health benefits types chocolate health effects wine ,docluster.topn10.3.qld,0.0563,dark chocolate health benefits chocol ,termluster.topn5.3.qld,0.0536,dark chocolate health benefits benefit chocol health milk healthi health benefit chocol dark milk healthi health ,stem.paicehusk,0.0436,dark chocol heal benefit ,word2vec.topn3,0.0401,dark chocolate health benefits darker bright cocoa well being wellbeing nutrition advantages detriments ,anchor.topn3,0.0337,dark chocolate health benefits address spac axeripp cloud  mapogo center midland health northwest ,glove.topn3,0.0129,dark chocolate health benefits darker gray cake candy care healthcare moreover ,wiki.topn3,0.0104,dark chocolate health benefits hershey s kissables pharmaceutical glaze krackel Types of chocolate avenanthramide anal fistula etiology  medicine  Health effects of wine ,tagmee.topn3.replace,0.0082,Types of chocolate Health effects of wine ,thesaurus.topn3,0.0061,dark chocolate health benefits  black cloudy  amber bay  energy fitness  aid asset ,rm3.topn10.10.0.5.qld,0.0061,dark basket food benefit antioxid health chocol wine berri gourmet organ ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0054,"{'benefit': 2, 'health': 2, 'dark': 2, 'chocol': 2, 'food': 1.84, 'sku': 1.48, 'fda': 1.4, 'tout': 1.26, 'truffl': 1.2, 'coffe': 1.2, 'upc': 1.18, 'tamper': 1.16, 'contamin': 1.16, 't9618': 1.06} ",bertqe.topn10.qld,0.0029,"{'dark chocolate health benefits': 1.5, 'dark chocolate higher antioxidant': 1.0, 'health  dark chocolate': 0.8983050847457626, 'dark chocolate healthy chocolate ': 0.5932203389830508, 'heart disease  dark chocolate': 0.559322033898305, 'heart disease  dark chocolate contains': 0.5254237288135593} ",word2vec.topn3.replace,0.0021,darker bright cocoa well being wellbeing nutrition advantages detriments ,anchor.topn3.replace,0.0009,address spac axeripp cloud  chocolate mapogo center midland health northwest benefits ,,,,,,,,,,,,,,,,,,,,,
